"Trial"	"Code"	"ResponseCode"	"Accuracy"	"RT"	"cumTime"	"Subject"	"Congruency"	"Task"	"Gender"	"Race"	"Valence"	"Switch"
67	62	11	1	197	32106	"009"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
68	70	11	1	296	32436	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
69	63	11	1	286	32865	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
70	63	11	1	242	33282	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
71	63	12	1	216	33655	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
72	61	12	1	200	34002	"009"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
73	60	12	1	357	35114	"009"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
74	60	12	1	176	35604	"009"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
75	63	11	1	166	35911	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
76	70	11	1	252	36211	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
77	60	12	1	301	36594	"009"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
78	63	11	1	205	37027	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
79	80	12	1	258	37363	"009"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
80	70	11	1	445	37753	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
81	61	12	1	234	38329	"009"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
82	60	12	1	159	38696	"009"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
83	63	11	1	163	38986	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
84	70	11	1	294	39282	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
85	62	11	1	287	39709	"009"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
86	60	12	1	200	40129	"009"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
87	62	11	1	326	40462	"009"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
88	61	12	1	196	40922	"009"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
89	63	11	1	181	41251	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
90	70	11	1	318	41565	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
91	70	11	1	217	42014	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
92	63	1	0	419	42364	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
93	60	12	1	184	43041	"009"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
94	62	11	1	351	43357	"009"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
95	80	12	1	410	43840	"009"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
96	62	11	1	447	44383	"009"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
97	80	12	1	343	44963	"009"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
98	63	11	1	210	45439	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
99	63	11	1	158	45779	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
100	70	11	1	251	46069	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
101	60	12	1	181	46452	"009"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
102	80	12	1	273	46765	"009"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
103	61	12	1	243	47172	"009"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
104	61	12	1	199	47545	"009"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
105	80	12	1	498	47875	"009"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
106	63	11	1	229	48505	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
107	70	11	1	289	48864	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
108	70	11	1	165	49284	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
109	62	11	1	182	49581	"009"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
110	62	11	1	137	49894	"009"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
111	61	12	1	245	50164	"009"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
112	80	12	1	276	50540	"009"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
113	60	12	1	237	50947	"009"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
114	80	12	1	203	51317	"009"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
115	63	11	1	363	51653	"009"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
116	61	12	1	288	52150	"009"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
117	80	12	1	398	52569	"009"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
118	62	11	1	381	53099	"009"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
119	70	11	1	273	53612	"009"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
120	60	12	1	236	54019	"009"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
1	70	12	1	150	464	"011"	"congruent"	"Word"	NA	NA	"Bad"	NA
2	80	11	1	128	747	"011"	"congruent"	"Word"	NA	NA	"Good"	"Stay"
3	60	12	1	123	1007	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
4	60	12	1	124	1263	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
5	70	12	1	138	1520	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
6	61	12	1	159	1790	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
7	62	11	1	164	2079	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
8	80	11	1	124	2376	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
9	63	11	1	121	2632	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
10	63	11	1	115	2886	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
11	63	11	1	122	3132	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
12	80	11	1	162	3385	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
13	60	12	1	129	3679	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
14	61	12	1	144	3942	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
15	62	11	1	140	4218	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
16	70	12	1	157	4492	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
17	70	12	1	123	4781	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
18	62	11	1	112	5035	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
19	80	11	1	163	5278	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
20	63	2	0	148	5574	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
21	80	11	1	254	5981	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
22	61	12	1	151	6367	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
23	63	11	1	194	6651	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
24	70	12	1	348	6977	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
25	60	12	1	143	7457	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
26	62	11	1	140	7730	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
27	80	11	1	189	8003	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
28	62	11	1	144	8323	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
29	62	11	1	135	8600	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
30	63	11	1	174	8866	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
31	70	12	1	139	9173	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
32	61	12	1	147	9443	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
33	60	12	1	146	9722	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
34	60	12	1	122	9999	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
35	80	11	1	149	10252	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
36	61	12	1	230	10532	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
37	70	12	1	226	10895	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
38	63	11	1	141	11252	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
39	63	11	1	125	11525	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
40	70	12	1	149	11781	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
41	62	11	1	145	12061	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
42	80	11	1	139	12338	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
43	61	12	1	137	12608	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
44	60	1	0	151	12878	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
45	61	12	1	190	13287	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
46	61	12	1	126	13611	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
47	70	12	1	120	13867	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
48	63	11	1	173	14120	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
49	62	11	1	126	14427	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
50	80	11	1	108	14683	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
51	61	12	1	157	14923	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
52	60	12	1	96	15213	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
53	60	12	1	118	15440	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
54	61	12	1	129	15690	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
55	62	11	1	145	15949	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
56	63	11	1	95	16226	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
57	80	11	1	106	16453	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
58	61	12	1	210	16692	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
59	60	12	1	117	17036	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
60	70	12	1	152	17285	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
61	63	11	1	243	17569	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
62	62	11	1	98	17945	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
63	61	1	0	101	18175	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
64	60	12	1	145	18535	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
65	80	11	1	158	18811	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
66	62	11	1	133	19101	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
67	62	11	1	124	19368	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
68	70	12	1	119	19624	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
69	63	11	1	206	19874	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
70	63	11	1	155	20211	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
71	63	12	1	123	20497	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
72	61	12	1	137	20754	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
73	80	11	1	141	21024	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
74	60	12	1	147	21297	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
75	60	12	1	127	21577	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
76	63	11	1	134	21837	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
77	70	12	1	140	22103	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
78	60	12	1	123	22376	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
79	63	11	1	306	22630	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
80	80	11	1	139	23069	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
81	70	12	1	214	23339	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
82	61	12	1	126	23686	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
83	60	12	1	108	23946	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
84	63	11	1	130	24185	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
85	70	12	1	149	24445	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
86	62	11	1	114	24725	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
87	60	12	1	124	24972	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
88	62	11	1	130	25228	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
89	61	12	1	128	25488	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
90	63	11	1	133	25748	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
91	70	12	1	131	26015	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
92	70	12	1	225	26278	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
93	63	12	1	138	26634	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
94	60	12	1	132	26904	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"
95	62	11	1	145	27167	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
96	80	11	1	140	27444	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
97	62	11	1	155	27717	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
98	80	11	1	134	28004	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
99	63	11	1	146	28270	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
100	63	11	1	104	28550	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Stay"
101	70	1	0	129	28787	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
102	60	12	1	343	29176	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
103	80	11	1	135	29653	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
104	61	12	1	141	29919	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"
105	61	12	1	152	30193	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
106	80	11	1	146	30476	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
107	63	11	1	131	30756	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
108	70	12	1	151	31019	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
109	70	12	1	126	31302	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Stay"
110	62	11	1	144	31559	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
111	62	11	1	124	31835	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Stay"
112	61	12	1	157	32092	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
113	80	11	1	124	32382	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
114	60	12	1	123	32638	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
115	80	11	1	115	32891	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
116	63	11	1	149	33138	"011"	"congruent"	"Name"	"Male"	"White"	NA	"Switch"
117	61	12	1	111	33418	"011"	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"
118	80	11	1	138	33661	"011"	"congruent"	"Word"	NA	NA	"Good"	"Switch"
119	62	11	1	183	33931	"011"	"congruent"	"Name"	"Female"	"White"	NA	"Switch"
120	70	12	1	138	34247	"011"	"congruent"	"Word"	NA	NA	"Bad"	"Switch"
121	60	1	0	117	34517	"011"	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"
1	70	11	1	196	388	"011"	"incongruent"	"Word"	NA	NA	"Bad"	NA
2	80	12	1	147	718	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Stay"
3	60	12	1	129	997	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
4	60	12	1	125	1257	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
5	70	2	0	156	1514	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
6	61	12	1	650	1927	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
7	62	11	1	156	2710	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
8	80	12	1	175	3000	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
9	63	11	1	200	3306	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
10	63	11	1	128	3639	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
11	63	11	1	124	3899	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
12	80	1	0	146	4156	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
13	60	12	1	205	4562	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
14	61	12	1	159	4899	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
15	62	2	0	103	5189	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
16	70	11	1	543	5552	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
17	70	2	0	460	6228	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
18	62	11	1	161	6948	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
19	80	12	1	251	7241	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
20	63	11	1	226	7624	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
21	80	12	1	412	7981	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
22	61	12	1	188	8527	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
23	63	11	1	193	8847	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
24	70	11	1	287	9173	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
25	60	12	1	179	9593	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
26	62	11	1	217	9903	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
27	80	12	1	356	10253	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
28	62	11	1	153	10743	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
29	62	2	0	162	11029	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
30	63	11	1	389	11449	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
31	70	11	1	176	11969	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
32	61	12	1	165	12279	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
33	60	12	1	120	12575	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
34	60	12	1	97	12825	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
35	80	1	0	164	13055	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
36	61	12	1	409	13478	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
37	70	11	1	285	14018	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
38	63	11	1	246	14434	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
39	63	11	1	98	14811	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
40	70	11	1	151	15041	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
41	62	11	1	103	15324	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
42	80	1	0	105	15560	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
43	61	12	1	245	15924	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
44	60	12	1	148	16300	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
45	61	12	1	121	16580	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
46	61	12	1	116	16833	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
47	70	11	1	165	17080	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
48	63	11	1	268	17376	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
49	62	11	1	107	17776	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
50	80	12	1	168	18016	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
51	61	12	1	175	18316	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
52	60	12	1	109	18622	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
53	60	12	1	107	18862	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
54	61	12	1	104	19102	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
55	62	2	0	106	19339	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
56	63	11	1	331	19705	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
57	80	12	1	245	20168	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
58	61	12	1	127	20545	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
59	60	12	1	124	20805	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
60	70	11	1	212	21061	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
61	63	11	1	117	21404	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
62	62	11	1	118	21654	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
63	61	12	1	148	21904	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
64	60	12	1	116	22184	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
65	80	1	0	195	22434	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
66	62	11	1	255	22887	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
67	62	11	1	114	23273	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
68	70	2	0	112	23520	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
69	63	11	1	127	23890	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
70	63	11	1	194	24150	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
71	63	12	1	353	24476	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
72	61	12	1	110	24959	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
73	80	12	1	403	25202	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
74	60	12	1	135	25739	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
75	60	12	1	102	26005	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
76	63	2	0	122	26239	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
77	70	2	0	267	26618	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
78	60	12	1	142	27142	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
79	63	11	1	231	27415	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
80	80	1	0	115	27778	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
81	70	2	0	291	28151	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
82	61	12	1	152	28701	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
83	60	12	1	122	28984	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
84	63	11	1	204	29237	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
85	70	11	1	313	29574	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
86	62	11	1	107	30020	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
87	60	1	0	126	30260	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
88	62	11	1	283	30643	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
89	61	1	0	116	31060	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
90	63	11	1	158	31436	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
91	70	11	1	322	31726	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
92	70	11	1	129	32179	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
93	63	12	1	173	32439	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
94	60	12	1	100	32742	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"
95	62	2	0	96	32975	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
96	80	12	1	251	33329	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
97	62	11	1	204	33712	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
98	80	12	1	246	34048	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
99	63	11	1	147	34428	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
100	63	11	1	149	34708	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"
101	70	2	0	221	34991	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
102	60	12	1	150	35471	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
103	80	12	1	111	35754	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
104	61	12	1	101	35997	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"
105	61	12	1	147	36230	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
106	80	1	0	153	36510	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
107	63	11	1	169	36920	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
108	70	2	0	187	37220	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
109	70	11	1	528	37666	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"
110	62	11	1	137	38326	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
111	62	11	1	113	38596	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"
112	61	12	1	170	38843	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
113	80	1	0	154	39146	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
114	60	12	1	436	39559	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
115	80	12	1	299	40129	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
116	63	11	1	161	40562	"011"	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"
117	61	12	1	176	40855	"011"	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"
118	80	12	1	141	41161	"011"	"incongruent"	"Word"	NA	NA	"Good"	"Switch"
119	62	11	1	144	41435	"011"	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"
120	70	2	0	155	41711	"011"	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"
121	60	12	1	127	42124	"011"	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"
1	70	12	1	153	447	"014"	"congruent"	"Word"	NA	NA	"Bad"	NA
2	80	11	1	117	734	"014"	"congruent"	"Word"	NA	NA	"Good"	"Stay"
